ut,作者,题名,刊名,年,卷,期,issn,页码,单位,论文类型,影响因子,大类分区,二级单位,作者,备注
ISI:000270021300021,"Fu, J; Zhang, HG; Ma, TD",Delay-probability-distribution-dependent robust stability analysis for stochastic neural networks with time-varying delay,PROGRESS IN NATURAL SCIENCE,2009,19,10,,1333-1340,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.704,4,信息,张化光,
ISI:000263820100001,"Wang, R; Zhao, J",Reliable guaranteed cost control for uncertain switched non-linear systems,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2009,40,3,,205-211,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Liaoning, Peoples R China",Article,0.918,4,信息,赵军,
ISI:000263303300022,"Zhao, CH; Wang, FL; Zhang, YW",Nonlinear process monitoring based on kernel dissimilarity analysis,CONTROL ENGINEERING PRACTICE,2009,17,1,,221-230,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Liaoning, Peoples R China",Article,1.943,3,信息,王福利,
ISI:000265508200012,"Liu, ZG; Wang, JK; Wang, FL",Conjugate unitary ESPRIT for real sources adapted to the coherent case,SIGNAL PROCESSING,2009,89,7,,1403-1411,"Northeastern Univ, Sch Informat Sci & Engn, Shenyang, Peoples R China",Article,1.135,3,信息,刘志刚,
ISI:000264253700022,"Meng, B; Jing, YW",Robust semiglobally practical stabilization for nonlinear singularly perturbed systems,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,2009,70,7,,2691-2699,"Northeastern Univ, Shenyang 110004, Liaoning, Peoples R China",Article,1.487,2,信息,井元伟,
ISI:000264627500011,"Zhong, WS; Stefanovski, JD; Dimirovski, GM; Zhao, J",DECENTRALIZED CONTROL AND SYNCHRONIZATION OF TIME-VARYING COMPLEX DYNAMICAL NETWORK,KYBERNETIKA,2009,45,1,,151-167,"Northeastern Univ, Shenyang 110004, Peoples R China",Article,0.445,4,信息,赵军,
ISI:000266342000014,"Ma, JC; Xie, Z; Ci, Y; Jia, GL",Simulation and application of dynamic heat transfer model for improvement of continuous casting process,MATERIALS SCIENCE AND TECHNOLOGY,2009,25,5,,636-639,"Northeastern Univ, State Key Laborat Proc Ind Automat, Shenyang 110004, Peoples R China",Article,0.794,4,信息,谢植,
ISI:000263007700008,"Tang, LX; Li, K",An Inherited Tabu Search Algorithm for the Truck and Trailer Vehicle Scheduling Problem in Iron and Steel Industry,ISIJ INTERNATIONAL,2009,49,1,,51-57,"Northwestern Univ, Logist Inst, Shenyang 110004, Liaoning Prov, Peoples R China",Article,0.902,4,信息,唐立新,
ISI:000263817100158,"Li, YL; Tang, JF; Luo, XG; Xu, J","An integrated method of rough set, Kano's model and AHP for rating customer requirements' final importance",EXPERT SYSTEMS WITH APPLICATIONS,2009,36,3,,7045-7053,"Northwestern Univ, Sch Informat Sci & Engn, Key Lab Integrated Automat Proc Ind MOE NEU, Shenyang 110004, Liaoning, Peoples R China",Article,2.908,2,信息,唐加福,
ISI:000271918900014,"Wang, LF; Jing, YW; Kong, Z",OUTPUT SYNCHRONIZATION AND STABILITY ANALYSIS OF COMPLEX DYNAMICAL NETWORKS,INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,2009,5,11A,,3769-3777,"Northwestern Univ, Sch Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,2.932,2,信息,井元伟,
ISI:000267146500009,"Xin, D; Yang, GH",New characterisations of positive realness and static output feedback control of discrete-time systems,INTERNATIONAL JOURNAL OF CONTROL,2009,82,8,,1485-1495,"Coll Informat Sci & Engn, Northeastern University, S Yorkshire, Peoples R China",Article,1.124,4,信息,杨光红,
ISI:000270322700002,"Jin, XZ; Yang, GH",Distributed Adaptive Robust Tracking and Model Matching Control with Actuator Faults and Interconnection Failures,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2009,7,5,,702-710,"NE Univ Technol, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.77,4,信息,杨光红,
ISI:000265717700014,"Zhao, Z; Jia, MX; Wang, FL; Wang, S",Intermittent chaos and sliding window symbol sequence statistics-based early fault diagnosis for hydraulic pump on hydraulic tube tester,MECHANICAL SYSTEMS AND SIGNAL PROCESSING,2009,23,5,,1573-1585,"NE Univ Technol, Sch Informat Sci & Engn, Shenyang 11004, Liaoning Prov, Peoples R China",Article,2.075,2,信息,贾明星,
ISI:000262633000001,"Che, WW; Yang, GH",Quantised H filter design for discrete-time systems,INTERNATIONAL JOURNAL OF CONTROL,2009,82,2,,195-206,"NE Univ, Coll Informat Sci & Engn, Shenyang 110004, Ishikawa, Peoples R China",Article,1.124,4,信息,杨光红,
ISI:000264993200049,"Wei, QL; Zhang, HG; Dai, J",Model-free multiobjective approximate dynamic programming for discrete-time nonlinear systems with general performance index functions,NEUROCOMPUTING,2009,72,7-9,,1839-1848,"Northeastern Univ Shenyang, Sch Informat Sci & Engn, Liaoning 110004, Peoples R China",Article,1.44,3,信息,张化光,
ISI:000262971700010,"Zhang, RY; Han, S; Zhang, JZ; Wang, DW",Zone division models and algorithms in zonal pricing power market,EUROPEAN TRANSACTIONS ON ELECTRICAL POWER,2009,19,1,,140-149,"Northeastern Univ, Coll Informat Sci & Engn, Inst Syst Engn, Shenyang 110004, Peoples R China",Article,0.326,4,信息,张瑞友,
ISI:000264910700024,"Wang, XW; Guo, L; Yu, CQ; Wang, D; Hou, WG; Li, Y; Wang, CS; Liu, X",A new heuristic protection algorithm based on survivable integrated auxiliary graph in waveband switching optical networks,COMPUTER COMMUNICATIONS,2009,32,5,,1000-1005,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liao Niang, Peoples R China",Article,0.933,4,信息,王兴伟,
ISI:000263276100006,"Ye, D; Yang, GH",RELIABLE GUARANTEED COST CONTROL FOR LINEAR STATE DELAYED SYSTEMS WITH ADAPTIVE MEMORY STATE FEEDBACK CONTROLLERS,ASIAN JOURNAL OF CONTROL,2008,10,6,,678-686,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,0.6,4,信息,叶丹,
ISI:000263276100010,"Che, WW; Yang, GH",STATE FEEDBACK H-infinity CONTROL FOR QUANTIZED DISCRETE-TIME SYSTEMS,ASIAN JOURNAL OF CONTROL,2008,10,6,,718-723,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,0.6,4,信息,杨光红,
ISI:000263880800006,"Ma, HJ; Yang, GH",Fault-tolerant control synthesis for a class of nonlinear systems: Sum of squares optimization approach,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,2009,19,5,,591-610,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.906,3,信息,杨光红,
ISI:000262555100004,"Wang, H; Yang, GH",Integrated fault detection and control for LPV systems,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,2009,19,3,,341-363,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.906,3,信息,杨光红,
ISI:000268733700068,"Zhu, XL; Wang, YY; Yang, GH",New delay-dependent stability results for discrete-time recurrent neural networks with time-varying delay,NEUROCOMPUTING,2009,72,13-15,,3376-3383,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.44,3,信息,杨光红,
ISI:000263216200005,"Dong, JX; Yang, GH",Dynamic output feedback H-infinity control synthesis for discrete-time T-S fuzzy systems via switching fuzzy controllers,FUZZY SETS AND SYSTEMS,2009,160,4,,482-499,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,2.138,2,信息,董久祥,
ISI:000263850100003,"Zhu, XL; Yang, GH",NETWORK-BASED ROBUST H-infinity CONTROL OF CONTINUOUS-TIME SYSTEMS WITH UNCERTAINTY,ASIAN JOURNAL OF CONTROL,2009,11,1,,21-30,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,0.6,4,信息,杨光红,
ISI:000262246500007,"Wang, LF; Jing, YW; Kong, Z; Dimirovski, GM",Adaptive Exponential Synchronization of Uncertain Complex Dynamical Networks with Delay Coupling,NEUROQUANTOLOGY,2008,6,4,,397-404,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,0,,信息,井元伟,
ISI:000270627900003,"Luheng, W; Tianhuai, D; Peng, W",Influence of carbon black concentration on piezoresistivity for carbon-black-filled silicone rubber composite,CARBON,2009,47,14,,3151-3157,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,4.504,1,信息,王璐恒,
ISI:000267865400013,"Dong, JX; Wang, YY; Yang, GH",Control Synthesis of Continuous-Time T-S Fuzzy Systems With Local Nonlinear Models,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,2009,39,5,,1245-1258,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,3.007,2,信息,董久祥,
ISI:000263788400012,"Wang, J; Xu, XH",INTELLA WINS CHINESE CHESS TOURNAMENT,ICGA JOURNAL,2008,31,3,,189-190,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",News Item,0.542,4,信息,徐心和,
ISI:000269213000005,"Wang, LH; Ding, TH; Wang, P",Thin Flexible Pressure Sensor Array Based on Carbon Black/Silicone Rubber Nanocomposite,IEEE SENSORS JOURNAL,2009,9,9,,1130-1135,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.581,3,信息,王璐珩,
ISI:000269213000008,"Zhao, Y; Zhang, XY; Zhao, TT; Yuan, B; Zhang, S",Optical Salinity Sensor System Based on Fiber-Optic Array,IEEE SENSORS JOURNAL,2009,9,9,,1148-1153,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.581,3,信息,赵勇,
ISI:000268550600072,"Cai, N; Jing, YW; Zhang, SY",Generalized projective synchronization of different chaotic systems based on antisymmetric structure,CHAOS SOLITONS & FRACTALS,2009,42,2,,1190-1196,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,3.315,2,信息,井元伟,
ISI:000270156600007,"Dong, JX; Yang, GH",Static output feedback H-infinity control of a class of nonlinear discrete-time systems,FUZZY SETS AND SYSTEMS,2009,160,19,,2844-2859,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,2.138,2,信息,董久祥,
ISI:000272319000009,"Song, CH; Ye, JC; Liu, DR; Kang, Q",Generalized Receding Horizon Control of Fuzzy Systems Based on Numerical Optimization Algorithm,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2009,17,6,,1336-1352,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,3.343,2,信息,宋崇辉,
ISI:000270743400012,"Guo, L; Wang, XW; Cao, JN; Zheng, XB",Recovery escalation with load balancing and backup resources sharing in survivable WDM optical networks,PHOTONIC NETWORK COMMUNICATIONS,2009,18,3,,393-399,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.765,4,信息,郭磊,
ISI:000265162400016,"Guo, L; Wei, XT; Wang, XW","New routing algorithms in trustworthy Internet (vol 31, 3533, 2008)",COMPUTER COMMUNICATIONS,2009,32,6,,1129-1129,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Correction,0.933,4,信息,郭磊,
ISI:000263194300005,"Ye, D; Yang, GH",Delay-dependent adaptive reliable H-infinity control of linear time-varying delay systems,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,2009,19,4,,462-479,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.906,3,信息,叶丹,
ISI:000266677000005,"Dong, JX; Yang, GH",H-infinity Controller Synthesis via Switched PDC Scheme for Discrete-Time T-S Fuzzy Systems,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2009,17,3,,544-555,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,3.343,2,信息,董久祥,
ISI:000266000900001,"Zhao, Y; Zhao, HW; Zhang, XY; Yuan, B; Zhang, S",New mechanisms of slow light and their applications,OPTICS AND LASER TECHNOLOGY,2009,41,5,,517-525,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Review,0.981,4,信息,赵勇,
ISI:000265128600052,"Guo, L; Yu, HF; Li, LM","Segment shared protection for survivable meshed WDM optical networks (vol 251, pg 328, 2005)",OPTICS COMMUNICATIONS,2009,282,9,,1959-1959,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Correction,1.316,3,信息,郭磊,
ISI:000264938200010,"Wang, XW; Guo, L; Du, J; Pang, L",Load balanced sub-path protection with restoration time constraints in optical networks,OPTICAL FIBER TECHNOLOGY,2008,14,3,,242-246,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.939,4,信息,王兴伟,
ISI:000263850100006,"Wang, YL; Yang, GH",STATE FEEDBACK CONTROL SYNTHESIS FOR NETWORKED CONTROL SYSTEMS WITH PACKET DROPOUT,ASIAN JOURNAL OF CONTROL,2009,11,1,,49-58,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.6,4,信息,杨光红,
ISI:000270876900023,"Wang, D; Yu, H; Jing, YW; Jiang, N; Zhang, SY",Study on the congestion in complex network based on traffic awareness algorithm,ACTA PHYSICA SINICA,2009,58,10,,6802-6808,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.003,4,信息,井元伟,
ISI:000268509200004,"Zhu, XL; Yang, GH; Li, T; Lin, C; Guo, L",LMI Stability Criterion with Less Variables for Time-delay Systems,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2009,7,4,,530-535,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.77,4,信息,杨光红,
ISI:000266462800021,"Zhang, XN; Yang, GH","Mixed Frequency Small Gain State Feedback Control with Application to Insulin Pumps (vol 7, pg 319, 2009)",INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2009,7,3,,501-501,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Correction,0.77,4,信息,杨光红,
ISI:000265041400007,"Dai, Y; Yang, L; Zhang, B",QoS-Driven Self-Healing Web Service Composition Based on Performance Prediction,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,2009,24,2,,250-261,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.632,4,信息,杨雷,
ISI:000263432300044,"Guo, L","Hybrid survivable configuration for optical wavelength-division-multiplexing mesh networks (vol 15, pg 834, 2007)",OPTICS EXPRESS,2009,17,2,,803-803,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Correction,3.278,2,信息,郭磊,
ISI:000272393700001,"Zhao, Y; Huang, H; Zhao, TT",Novel Reflex Fiber Optic Angular Displacement Sensor Based on Fiber Optic Arrays,SENSOR LETTERS,2009,7,4,,513-516,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.626,3,信息,赵勇,
ISI:000263758200018,"Cai, N; Jing, YW; Zhang, SY",Adaptive synchronization and anti-synchronization of two different chaotic systems,ACTA PHYSICA SINICA,2009,58,2,,802-813,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.003,4,信息,井元伟,
ISI:000264313000024,"Wang, XW; Guo, L; Wang, XK; Zhang, Y; Zheng, XB; Hou, WG; Li, HM; Wang, HP",A new algorithm based on auxiliary virtual topology for sub-path protection in WDM optical networks,COMPUTER COMMUNICATIONS,2009,32,4,,777-781,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.933,4,信息,王兴伟,
ISI:000272679900009,"Wang, YL; Yang, GH",Time delay and packet dropout compensation for networked control systems: a linear estimation method,INTERNATIONAL JOURNAL OF CONTROL,2010,83,1,,115-124,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.124,4,信息,杨光红,
ISI:000265103800033,"Guo, L; Wang, XW; Wang, D; Hou, WG",Routing Algorithms Based on Partial Deployment of SAVA Nodes in Trustworthy Internet,INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS,2009,5,1,,34-34,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.447,4,信息,郭磊,
ISI:000264798300019,"Zhang, XN; Yang, GH",Mixed Frequency Small Gain State Feedback Control with Application to Insulin Pumps,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2009,7,2,,319-324,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.77,4,信息,杨光红,
ISI:000268507600017,"Dong, JX; Yang, GH",H-infinity control design for fuzzy discrete-time singularly perturbed systems via slow state variables feedback: An LMI-based approach,INFORMATION SCIENCES,2009,179,17,,3041-3058,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,3.291,2,信息,董久祥,
ISI:000261643700031,"Wang, GR; Zhao, Y; Wang, D",A protein secondary structure prediction framework based on the Extreme Learning Machine,NEUROCOMPUTING,2008,72,1-3,,262-268,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.44,3,信息,王国仁,
ISI:000271340100021,"Ding, DW; Yang, GH",Finite frequency H-infinity filtering for uncertain discrete-time switched linear systems,PROGRESS IN NATURAL SCIENCE,2009,19,11,,1625-1633,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.704,4,信息,杨光红,
ISI:000261629100022,"Zhao, CH; Wang, FL; Gao, FR; Zhang, YW",Enhanced Process Comprehension and Statistical Analysis for Slow-Varying Batch Processes,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2008,47,24,,9996-10008,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning Prov, Peoples R China",Article,1.758,2,信息,王福利,
ISI:000272396300038,"Tang, A; Xiao, D; Mao, ZZ",Batch-to-Batch Iterative Learning Control of a Batch Polymerization Process Based on Online Sequential Extreme Learning Machine,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2009,48,24,,11108-11114,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning Prov, Peoples R China",Article,1.758,2,信息,肖东,
ISI:000266470200015,"Zhao, CH; Wang, FL; Gao, FR",COVARIANCE-ORIENTED QUALITATIVE AND QUANTITATIVE CALIBRATION ANALYSIS FOR MULTISTAGE BATCH PROCESSES,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,2009,87,3,,466-476,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning Prov, Peoples R China",Article,0.63,4,信息,王福利,
ISI:000263400500001,"Zhao, CH; Wang, F; Gao, FR",Improved calibration investigation using phase-wise local and cumulative quality interpretation and prediction,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2009,95,2,,107-121,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning Prov, Peoples R China",Article,2.111,2,信息,王福利,
ISI:000263650800010,"Zhang, XN; Yang, GH",Control synthesis via state feedback with finite frequency specifications for time-delay systems,INTERNATIONAL JOURNAL OF CONTROL,2009,82,3,,508-516,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning, Peoples R China",Article,1.124,4,信息,杨光红,
ISI:000263650800011,"Yang, GH; Ye, D",Adaptive robust H infinity filter design for linear systems with time-varying uncertainty,INTERNATIONAL JOURNAL OF CONTROL,2009,82,3,,517-524,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning, Peoples R China",Article,1.124,4,信息,杨光红,
ISI:000270426300007,"Pian, ZY; Gao, LQ; Guo, L",A BIOLOGICALLY PLAUSIBLE MODEL OF CONTOUR DETECTION,INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,2009,5,9,,2541-2549,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning, Peoples R China",Article,2.932,2,信息,高利群,
ISI:000270426300012,"Guo, L; Gao, LQ; Pian, ZY",AN IMPROVED LIVE WIRE ALGORITHM FOR BAREFOOT HEEL IMPRESSION EXTRACTION,INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,2009,5,9,,2593-2602,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang, Liaoning, Peoples R China",Article,2.932,2,信息,高立群,
ISI:000269016300011,"Wang, XQ; Tang, JF; Yung, KL",Optimization of the multi-objective dynamic cell formation problem using a scatter search approach,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,2009,44,3-4,,318-329,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Dept Syst Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.128,4,信息,唐加福,
ISI:000271877200004,"Zhao, J; Hill, DJ; Liu, T",Synchronization of complex dynamical networks with switching topology: A switched system point of view,AUTOMATICA,2009,45,11,,2502-2511,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ China, Shenyang 110004, Peoples R China",Article,2.631,2,信息,赵军,
ISI:000268399700008,"Shi, HB; Qi, L",Static output feedback simultaneous stabilisation via coordinates transformations with free variables,IET CONTROL THEORY AND APPLICATIONS,2009,3,8,,1051-1058,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.717,3,信息,石海滨,
ISI:000266754200003,"Sun, LY; Zhao, J; Dimirovski, GA",Adaptive coordinated passivation control for generator excitation and thyristor controlled series compensation system,CONTROL ENGINEERING PRACTICE,2009,17,7,,766-772,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Sch Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.943,3,信息,赵军,
ISI:000263276100011,"Wang, M; Zhao, J; Dimirovski, GM",H-infinity CONTROL FOR A CLASS OF CASCADE SWITCHED NONLINEAR SYSTEMS,ASIAN JOURNAL OF CONTROL,2008,10,6,,724-729,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Shenyang 110004, Peoples R China",Article,0.6,4,信息,赵军,
ISI:000268802300037,"Zhang, HG; Fu, J; Ma, TD; Tong, SC",Robust stability analysis for Markovian jumping stochastic neural networks with mode-dependent time-varying interval delay and multiplicative noise,CHINESE PHYSICS B,2009,18,8,,3325-3336,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Shenyang 110004, Peoples R China",Article,1.293,4,信息,张化光,
ISI:000266418000052,"Liu, T; Zhao, J; Hill, DJ",Synchronization of complex delayed dynamical networks with nonlinearly coupled nodes,CHAOS SOLITONS & FRACTALS,2009,40,3,,1506-1519,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Shenyang 110004, Peoples R China",Article,3.315,2,信息,赵军,
ISI:000272497400008,"Dai, SL; Zhao, J; Dimirovski, GM",A descriptor system approach to robust H-infinity control for linear systems with time-varying uncertainties,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2009,40,12,,1293-1306,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Shenyang 110004, Peoples R China",Article,0.918,4,信息,赵军,
ISI:000271033900008,"Wang, M; Zhao, J; Dimirovski, GM",Stabilisation and L-2-gain analysis for a class of uncertain switched non-linear systems,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2009,40,10,,1077-1085,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Shenyang 110004, Peoples R China",Article,0.918,4,信息,赵军,
ISI:000263850100004,"Lian, J; Zhao, J",OUTPUT FEEDBACK VARIABLE STRUCTURE CONTROL FOR A CLASS OF UNCERTAIN SWITCHED SYSTEMS,ASIAN JOURNAL OF CONTROL,2009,11,1,,31-39,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Minist Educ, Shenyang, Peoples R China",Article,0.6,4,信息,赵军,
ISI:000269395000021,"Ren, T; Wang, CG; Luo, XC; Jing, YW; Dimirovski, GM",ROBUST CONTROLLER DESIGN FOR ATM NETWORK WITH TIME-VARYING MULTIPLE TIME-DELAYS,INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING INFORMATION AND CONTROL,2009,5,8,,2341-2349,"Northeastern Univ, Key Lab Proc Ind Automat MOE, Shenyang 254, Liaoning, Peoples R China",Article,2.932,2,信息,井元伟,
ISI:000270631400007,"Zhang, YW; Zhang, Y",Complex process monitoring using modified partial least squares method of independent component regression,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2009,98,2,,143-148,"Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China",Article,2.111,2,信息,张颖伟,
ISI:000265471400051,"Zhang, YW; Qin, SJ; Hesketh, T",Stability control for a class of complex chaos systems,CHAOS SOLITONS & FRACTALS,2009,39,3,,1463-1471,"Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China",Article,3.315,2,信息,张颖伟,
ISI:000271370500008,"Zhang, YW",Actuator fault-tolerant control for discrete systems with strong uncertainties,COMPUTERS & CHEMICAL ENGINEERING,2009,33,11,,1870-1878,"Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China",Article,1.808,3,信息,张颖伟,
ISI:000269578700022,"Zhang, HG; Ma, TD; Fu, J; Tong, SC",Global impulsive exponential synchronization of stochastic perturbed chaotic delayed neural networks,CHINESE PHYSICS B,2009,18,9,,3742-3750,"Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Peoples R China",Article,1.293,4,信息,张化光,
ISI:000269578700023,"Zhang, HG; Ma, TD; Fu, J; Tong, SC",Robust lag synchronization between two different chaotic systems via dual-stage impulsive control,CHINESE PHYSICS B,2009,18,9,,3751-3757,"Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Peoples R China",Article,1.293,4,信息,张化光,
ISI:000272596800008,"Wang, M; Zhao, J; Dimirovski, GM",Variable structure control method to the output tracking control of cascade non-linear switched systems,IET CONTROL THEORY AND APPLICATIONS,2009,3,12,,1634-1640,"Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Peoples R China",Article,1.717,3,信息,赵军,
ISI:000262087000002,"Mu, LF; Tang, JF; Chen, YZ; Kwong, CK",A FUZZY MULTI-OBJECTIVE MODEL OF QFD PRODUCT PLANNING INTEGRATING KANO MODEL,INTERNATIONAL JOURNAL OF UNCERTAINTY FUZZINESS AND KNOWLEDGE-BASED SYSTEMS,2008,16,6,,793-813,"Northeastern Univ, MOE, Key Lab Integrated Automat Proc Ind, Dept Syst Engn, Shenyang 110004, Peoples R China",Article,1.147,4,信息,唐加福,
ISI:000263912300021,"Zhang, HG; Fu, J; Ma, TD; Tong, SC",An improved impulsive control approach to nonlinear systems with time-varying delays,CHINESE PHYSICS B,2009,18,3,,969-974,"Northwestern Univ, Minist Educ, Key Lab Ind Automat Proc Integrated, Shenyang 110004, Peoples R China",Article,1.293,4,信息,张化光,
